geneID,KO
TRINITY_DN110878_c0_g1,K14386
TRINITY_DN120737_c1_g1,K14386
TRINITY_DN118061_c0_g1,K00939
TRINITY_DN110879_c0_g2,K01897
TRINITY_DN116411_c2_g2,K01202
TRINITY_DN118354_c0_g2,K19721
TRINITY_DN112863_c0_g3,K18669
TRINITY_DN120535_c0_g3,K12823
TRINITY_DN75910_c0_g1,K04950
TRINITY_DN112553_c0_g2,K03510
TRINITY_DN120074_c0_g2,K19626
TRINITY_DN121230_c1_g2,K19868
TRINITY_DN117261_c1_g1,K22555
TRINITY_DN98614_c0_g1,K01712
TRINITY_DN120513_c0_g2,K05668
TRINITY_DN102986_c0_g1,K04887
TRINITY_DN108355_c0_g2,K17635
TRINITY_DN122617_c1_g2,K17987
TRINITY_DN105591_c0_g2,K10646
TRINITY_DN119771_c0_g1,K13806
TRINITY_DN101023_c0_g1,K22402
TRINITY_DN99651_c0_g2,K06515
TRINITY_DN121108_c0_g1,K03348
TRINITY_DN121423_c0_g2,K19870
TRINITY_DN119299_c0_g1,K03495
TRINITY_DN106957_c0_g2,K13054
TRINITY_DN121230_c1_g2,K19868
TRINITY_DN116319_c0_g1,K11651
TRINITY_DN122932_c0_g1,K24473
TRINITY_DN119456_c0_g3,K04679
TRINITY_DN112253_c0_g1,K01887
TRINITY_DN113208_c0_g2,K07376
TRINITY_DN117533_c0_g1,K24134
TRINITY_DN114483_c0_g1,K18695
TRINITY_DN111169_c1_g1,K19619
TRINITY_DN96363_c0_g1,K20827
TRINITY_DN116024_c0_g2,K16815
TRINITY_DN102745_c0_g1,K21413
TRINITY_DN113638_c1_g1,K03514
TRINITY_DN108362_c0_g1,K23741
TRINITY_DN103015_c0_g1,K24763
TRINITY_DN201396_c0_g1,K03934
TRINITY_DN110501_c0_g2,K12026
TRINITY_DN117163_c1_g1,K23961
TRINITY_DN90693_c0_g1,K24496
TRINITY_DN122884_c2_g8,K13126
TRINITY_DN116576_c0_g2,K14638
TRINITY_DN116016_c0_g2,K22754
TRINITY_DN118035_c0_g1,K11536
TRINITY_DN117532_c0_g1,K14616
TRINITY_DN113156_c0_g2,K19572
TRINITY_DN120940_c0_g2,K13126
TRINITY_DN120060_c0_g2,K17094
TRINITY_DN122585_c3_g5,K22754
TRINITY_DN41139_c0_g1,K14386
TRINITY_DN122696_c0_g1,K24964
TRINITY_DN112942_c0_g4,K14683
TRINITY_DN113945_c0_g3,K16802
TRINITY_DN109204_c0_g1,K17257
TRINITY_DN112217_c0_g2,K13861
TRINITY_DN112262_c0_g3,K10380
TRINITY_DN113020_c1_g10,K00103
TRINITY_DN113853_c0_g1,K25176
TRINITY_DN111036_c0_g1,K10779
TRINITY_DN122154_c2_g1,K21989
TRINITY_DN121175_c1_g4,K18808
TRINITY_DN121612_c0_g2,K09228
TRINITY_DN89532_c0_g1,K10775
TRINITY_DN100039_c2_g2,K04598
TRINITY_DN118050_c0_g1,K16060
TRINITY_DN119528_c2_g1,K11089
TRINITY_DN115646_c0_g1,K04420
TRINITY_DN120831_c0_g2,K11536
TRINITY_DN120148_c1_g3,K18808
TRINITY_DN111137_c3_g3,K01044
TRINITY_DN110389_c3_g4,K10461
TRINITY_DN114320_c0_g1,K09454
TRINITY_DN115573_c0_g4,K03211
TRINITY_DN120454_c0_g1,K17594
TRINITY_DN117680_c0_g2,K05039
TRINITY_DN117050_c0_g1,K12778
TRINITY_DN122829_c0_g1,K05637
TRINITY_DN122421_c0_g1,K20210
TRINITY_DN119711_c0_g1,K17800
TRINITY_DN115573_c0_g4,K03211
TRINITY_DN112781_c0_g3,K00710
TRINITY_DN120257_c2_g1,K06515
TRINITY_DN118128_c0_g4,K05762
TRINITY_DN122404_c1_g2,K16541
TRINITY_DN120265_c0_g5,K08818
TRINITY_DN114162_c0_g1,K18660
TRINITY_DN112884_c0_g1,K17501
TRINITY_DN109793_c0_g1,K14768
TRINITY_DN121979_c0_g1,K04958
TRINITY_DN121295_c0_g6,K15348
TRINITY_DN120540_c0_g2,K13128
TRINITY_DN118507_c0_g1,K24736
TRINITY_DN118061_c0_g1,K00939
TRINITY_DN115450_c0_g1,K05128
TRINITY_DN118246_c0_g1,K10461
TRINITY_DN121934_c0_g8,K04859
TRINITY_DN122618_c0_g1,K00645
TRINITY_DN119301_c1_g2,K21863
TRINITY_DN118431_c0_g3,K01202
TRINITY_DN120703_c0_g1,K05110
TRINITY_DN110434_c0_g3,K02599
TRINITY_DN108429_c0_g2,K03353
TRINITY_DN116308_c0_g1,K16618
TRINITY_DN118618_c0_g1,K19612
TRINITY_DN111408_c0_g1,K15259
TRINITY_DN121529_c2_g2,K16684
TRINITY_DN103289_c0_g1,K06085
TRINITY_DN116815_c0_g1,K23845
TRINITY_DN120679_c0_g2,K09228
TRINITY_DN114890_c0_g2,K04646
TRINITY_DN119200_c1_g1,K01376
TRINITY_DN88763_c0_g1,K05312
TRINITY_DN117154_c0_g1,K01425
TRINITY_DN100628_c0_g4,K12026
TRINITY_DN101637_c0_g1,K10053
TRINITY_DN109204_c0_g1,K17257
TRINITY_DN112366_c0_g1,K09228
TRINITY_DN120279_c0_g9,K10477
TRINITY_DN120681_c1_g2,K14696
TRINITY_DN116451_c0_g3,K24992
TRINITY_DN92892_c0_g1,K19941
TRINITY_DN113252_c0_g2,K00149
TRINITY_DN121084_c0_g10,K08635
TRINITY_DN117620_c2_g1,K14707
TRINITY_DN119032_c1_g2,K03544
TRINITY_DN113025_c0_g1,K14343
TRINITY_DN93433_c0_g1,K10461
TRINITY_DN118711_c3_g1,K24786
TRINITY_DN114890_c0_g2,K04646
TRINITY_DN121621_c0_g6,K10415
TRINITY_DN111331_c0_g1,K08202
TRINITY_DN97051_c0_g1,K12026
TRINITY_DN85700_c0_g1,K24682
TRINITY_DN119174_c0_g6,K22869
TRINITY_DN119544_c1_g2,K13780
TRINITY_DN105919_c0_g1,K07299
TRINITY_DN119591_c0_g1,K12026
TRINITY_DN109213_c0_g1,K10273
TRINITY_DN120828_c0_g1,K09228
TRINITY_DN105812_c0_g1,K01969
TRINITY_DN109213_c0_g1,K10273
TRINITY_DN116655_c0_g2,K16810
TRINITY_DN112543_c0_g1,K02318
TRINITY_DN120904_c1_g1,K12026
TRINITY_DN117092_c0_g2,K12026
TRINITY_DN111869_c0_g1,K00717
TRINITY_DN118437_c0_g1,K01077
TRINITY_DN107725_c0_g3,K12026
TRINITY_DN120700_c0_g2,K13145
TRINITY_DN120975_c0_g1,K00876
TRINITY_DN122517_c0_g2,K11854
TRINITY_DN117569_c0_g1,K09289
TRINITY_DN106063_c0_g1,K03327
TRINITY_DN121617_c1_g4,K01109
TRINITY_DN118931_c0_g2,K03174
TRINITY_DN101762_c0_g1,K14387
TRINITY_DN202085_c0_g1,K13525
TRINITY_DN117246_c0_g1,K01081
TRINITY_DN109300_c0_g2,K11089
TRINITY_DN92392_c1_g1,K14636
TRINITY_DN116182_c0_g1,K23789
TRINITY_DN116312_c0_g3,K09527
TRINITY_DN119070_c0_g1,K13990
TRINITY_DN112193_c0_g1,K12026
TRINITY_DN106096_c0_g2,K12026
TRINITY_DN108469_c0_g3,K11583
TRINITY_DN112450_c1_g3,K09228
TRINITY_DN121644_c1_g5,K15261
TRINITY_DN119670_c0_g1,K09487
TRINITY_DN120725_c2_g7,K11089
TRINITY_DN112133_c0_g1,K19360
TRINITY_DN122029_c0_g2,K01415
TRINITY_DN144674_c0_g1,K08585
TRINITY_DN98237_c0_g1,K00738
TRINITY_DN120813_c0_g5,K24125
TRINITY_DN99107_c0_g1,K05719
TRINITY_DN120378_c0_g1,K01277
TRINITY_DN33698_c0_g2,K12823
TRINITY_DN104791_c0_g2,K18808
TRINITY_DN121786_c1_g2,K06633
TRINITY_DN119090_c0_g1,K23332
TRINITY_DN109424_c0_g1,K12493
TRINITY_DN104757_c0_g1,K01050
TRINITY_DN113496_c0_g1,K18401
TRINITY_DN113129_c0_g1,K00261
TRINITY_DN121192_c0_g1,K23518
TRINITY_DN122266_c0_g1,K05038
TRINITY_DN122932_c0_g1,K24473
TRINITY_DN88096_c0_g1,K08190
TRINITY_DN106063_c0_g1,K03327
TRINITY_DN118930_c0_g1,K08574
TRINITY_DN113883_c0_g2,K13217
TRINITY_DN115053_c0_g7,K13356
TRINITY_DN114440_c0_g1,K01251
TRINITY_DN121013_c1_g1,K00274
TRINITY_DN118358_c0_g4,K15338
TRINITY_DN118023_c1_g1,K17935
TRINITY_DN115059_c0_g1,K09228
TRINITY_DN98306_c0_g1,K08707
TRINITY_DN117279_c0_g1,K04705
TRINITY_DN99940_c0_g6,K13912
TRINITY_DN110792_c0_g1,K09494
TRINITY_DN116798_c4_g3,K00699
TRINITY_DN119416_c0_g8,K13159
TRINITY_DN109554_c0_g1,K10293
TRINITY_DN116758_c0_g1,K16610
TRINITY_DN113346_c0_g1,K01077
TRINITY_DN116318_c0_g2,K10380
TRINITY_DN121688_c0_g1,K19499
TRINITY_DN120670_c0_g1,K05658
TRINITY_DN107183_c0_g1,K22402
TRINITY_DN112839_c0_g2,K14720
TRINITY_DN116132_c0_g1,K05694
TRINITY_DN122364_c1_g1,K08836
TRINITY_DN101958_c1_g2,K13868
TRINITY_DN100785_c0_g2,K08220
TRINITY_DN116640_c2_g1,K00128
TRINITY_DN115479_c0_g3,K22544
TRINITY_DN118479_c0_g1,K04887
TRINITY_DN23962_c0_g2,K23583
TRINITY_DN113334_c0_g1,K13356
TRINITY_DN119668_c0_g1,K08027
TRINITY_DN109710_c0_g1,K05619
TRINITY_DN116734_c0_g2,K00654
TRINITY_DN118189_c0_g2,K01183
TRINITY_DN119252_c0_g3,K01255
TRINITY_DN123372_c1_g2,K24522
TRINITY_DN93654_c0_g1,K24682
TRINITY_DN112682_c0_g1,K12646
TRINITY_DN115899_c0_g1,K01892
TRINITY_DN108968_c0_g1,K01832
TRINITY_DN116881_c1_g1,K08202
TRINITY_DN119346_c0_g2,K13912
TRINITY_DN117559_c1_g11,K08875
TRINITY_DN118479_c0_g1,K04887
TRINITY_DN119252_c0_g3,K01255
TRINITY_DN110080_c0_g1,K15015
TRINITY_DN113648_c1_g5,K10478
TRINITY_DN121781_c0_g7,K12855
TRINITY_DN123213_c2_g1,K24810
TRINITY_DN119718_c0_g3,K17307
TRINITY_DN116331_c1_g4,K22754
TRINITY_DN113875_c0_g2,K01593
TRINITY_DN116108_c0_g1,K00139
TRINITY_DN105025_c0_g1,K11968
TRINITY_DN114603_c0_g1,K05970
TRINITY_DN119653_c1_g4,K10645
TRINITY_DN108865_c0_g2,K21773
TRINITY_DN120684_c2_g1,K12838
TRINITY_DN120308_c0_g1,K13524
TRINITY_DN112686_c0_g4,K14415
TRINITY_DN115573_c0_g4,K03211
TRINITY_DN119629_c0_g3,K24354
TRINITY_DN112942_c0_g4,K14683
TRINITY_DN109080_c0_g1,K20162
TRINITY_DN54927_c0_g1,K04977
TRINITY_DN119363_c0_g1,K13203
TRINITY_DN113238_c0_g4,K10268
TRINITY_DN108554_c0_g2,K03424
TRINITY_DN116662_c0_g3,K00699
TRINITY_DN111413_c2_g1,K04399
TRINITY_DN106538_c0_g1,K14402
TRINITY_DN103037_c0_g1,K25215
TRINITY_DN111413_c2_g1,K04399
TRINITY_DN113895_c1_g3,K12026
TRINITY_DN116724_c0_g1,K13868
TRINITY_DN99550_c0_g3,K07964
TRINITY_DN118150_c0_g1,K00764
TRINITY_DN120108_c0_g1,K24934
TRINITY_DN81476_c0_g1,K05103
TRINITY_DN909_c0_g1,K06114
TRINITY_DN116145_c0_g2,K01132
TRINITY_DN120580_c0_g1,K19673
TRINITY_DN106304_c0_g1,K03213
TRINITY_DN119007_c0_g1,K14213
TRINITY_DN96819_c0_g1,K10296
TRINITY_DN114586_c0_g1,K03650
TRINITY_DN116453_c0_g1,K07249
TRINITY_DN116876_c0_g1,K18037
TRINITY_DN115482_c0_g1,K10478
TRINITY_DN168013_c0_g1,K08776
TRINITY_DN121335_c0_g4,K04498
TRINITY_DN118958_c0_g1,K11997
TRINITY_DN111589_c0_g1,K12026
TRINITY_DN119174_c0_g6,K22869
TRINITY_DN116462_c0_g2,K11969
TRINITY_DN103859_c3_g1,K03424
TRINITY_DN120954_c0_g2,K00106
TRINITY_DN115742_c0_g1,K10321
TRINITY_DN111277_c0_g2,K21358
TRINITY_DN114787_c0_g1,K01593
TRINITY_DN100444_c1_g1,K12175
TRINITY_DN117487_c2_g4,K12026
TRINITY_DN112011_c0_g1,K12261
TRINITY_DN117030_c1_g2,K17834
TRINITY_DN104683_c0_g1,K00600
TRINITY_DN116754_c0_g1,K24350
TRINITY_DN117732_c0_g1,K14573
TRINITY_DN117696_c0_g2,K05033
TRINITY_DN112505_c2_g2,K13106
TRINITY_DN117742_c0_g1,K08815
TRINITY_DN121251_c1_g3,K09183
TRINITY_DN112960_c0_g1,K17543
TRINITY_DN119951_c1_g4,K15261
TRINITY_DN120485_c0_g2,K02144
TRINITY_DN118666_c0_g1,K08074
TRINITY_DN19561_c1_g1,K19525
TRINITY_DN117704_c0_g1,K23377
TRINITY_DN110732_c0_g1,K09228
TRINITY_DN111587_c0_g1,K18461
TRINITY_DN107669_c0_g1,K08220
TRINITY_DN95678_c1_g1,K11793
TRINITY_DN100250_c0_g1,K12259
TRINITY_DN109630_c0_g1,K14836
TRINITY_DN117372_c0_g1,K20409
TRINITY_DN119230_c0_g4,K12352
TRINITY_DN118213_c0_g1,K13710
TRINITY_DN122917_c3_g4,K21440
TRINITY_DN101450_c0_g1,K17575
TRINITY_DN103240_c0_g2,K20878
TRINITY_DN99408_c0_g1,K11257
TRINITY_DN113985_c0_g1,K08729
TRINITY_DN109063_c1_g1,K00600
TRINITY_DN113475_c0_g1,K21768
TRINITY_DN112571_c1_g1,K01176
TRINITY_DN120283_c1_g6,K08524
TRINITY_DN96284_c0_g1,K01647
TRINITY_DN118477_c0_g4,K09228
TRINITY_DN116710_c1_g2,K01206
TRINITY_DN95247_c0_g1,K03942
TRINITY_DN110818_c1_g2,K01939
TRINITY_DN118254_c0_g3,K01206
TRINITY_DN107763_c0_g1,K01466
TRINITY_DN116661_c0_g2,K00109
TRINITY_DN115995_c0_g2,K14445
TRINITY_DN119268_c0_g1,K20176
TRINITY_DN121418_c0_g4,K24510
TRINITY_DN100706_c0_g1,K17894
TRINITY_DN102192_c0_g4,K04858
TRINITY_DN114574_c3_g1,K22544
TRINITY_DN144224_c0_g1,K01206
TRINITY_DN112863_c0_g3,K18669
TRINITY_DN109428_c0_g2,K12384
TRINITY_DN122305_c0_g2,K15621
TRINITY_DN116762_c0_g2,K15046
TRINITY_DN120255_c0_g2,K05305
TRINITY_DN121168_c0_g2,K01262
TRINITY_DN101629_c0_g1,K05330
TRINITY_DN111524_c0_g1,K11584
TRINITY_DN119809_c0_g1,K01411
TRINITY_DN116303_c0_g1,K20100
TRINITY_DN109210_c0_g1,K13190
TRINITY_DN112737_c0_g2,K13748
TRINITY_DN102468_c0_g1,K01809
TRINITY_DN96838_c0_g1,K19176
TRINITY_DN113530_c0_g1,K11673
TRINITY_DN110474_c0_g1,K05170
TRINITY_DN110329_c0_g1,K00645
TRINITY_DN114584_c0_g1,K08730
TRINITY_DN116968_c0_g2,K01275
TRINITY_DN34158_c0_g1,K12822
TRINITY_DN121791_c0_g1,K23714
TRINITY_DN101242_c0_g1,K13868
TRINITY_DN119085_c0_g1,K22697
TRINITY_DN115372_c1_g2,K03217
TRINITY_DN98501_c0_g2,K06835
TRINITY_DN115172_c0_g2,K24027
TRINITY_DN108685_c2_g2,K21249
TRINITY_DN107288_c0_g3,K16342
TRINITY_DN108017_c0_g7,K19721
TRINITY_DN118676_c0_g2,K20285
TRINITY_DN81822_c0_g1,K03231
TRINITY_DN106507_c0_g2,K08202
TRINITY_DN103452_c0_g1,K25079
TRINITY_DN117437_c0_g4,K10752
TRINITY_DN118760_c1_g5,K24511
TRINITY_DN113205_c2_g1,K18740
TRINITY_DN112478_c2_g1,K18050
TRINITY_DN78357_c0_g2,K04715
TRINITY_DN122899_c0_g3,K10395
TRINITY_DN116318_c0_g2,K10380
TRINITY_DN102292_c0_g1,K12196
TRINITY_DN122185_c2_g1,K20649
TRINITY_DN114576_c0_g1,K13143
TRINITY_DN123226_c2_g2,K15261
TRINITY_DN118355_c1_g4,K18334
TRINITY_DN117878_c0_g1,K22390
TRINITY_DN116237_c1_g1,K03103
TRINITY_DN202026_c0_g1,K12614
TRINITY_DN123017_c0_g1,K15261
TRINITY_DN118679_c0_g1,K03262
TRINITY_DN100856_c0_g1,K03103
TRINITY_DN108846_c0_g1,K12389
TRINITY_DN112450_c1_g3,K09228
TRINITY_DN86421_c0_g1,K12661
TRINITY_DN115453_c1_g5,K10265
TRINITY_DN116520_c0_g2,K24062
TRINITY_DN105535_c0_g4,K16061
TRINITY_DN107242_c0_g1,K22738
TRINITY_DN121386_c0_g1,K23616
TRINITY_DN112383_c0_g1,K01183
TRINITY_DN119293_c0_g1,K15127
TRINITY_DN115579_c0_g1,K09850
TRINITY_DN116898_c0_g5,K15212
TRINITY_DN110772_c0_g1,K12183
TRINITY_DN111253_c0_g1,K01889
TRINITY_DN115365_c0_g7,K24254
TRINITY_DN221055_c0_g1,K08955
TRINITY_DN121248_c0_g2,K23962
TRINITY_DN103386_c0_g1,K11315
TRINITY_DN112835_c0_g1,K22037
TRINITY_DN119624_c2_g3,K11538
TRINITY_DN114868_c0_g2,K11547
TRINITY_DN118814_c0_g1,K10260
TRINITY_DN164399_c0_g1,K20216
TRINITY_DN117540_c0_g3,K06013
TRINITY_DN118431_c0_g3,K01202
TRINITY_DN101886_c0_g1,K18212
TRINITY_DN121186_c2_g2,K14640
TRINITY_DN123086_c1_g1,K17914
TRINITY_DN112218_c0_g5,K03691
TRINITY_DN119581_c0_g8,K14613
TRINITY_DN114436_c0_g1,K18441
TRINITY_DN96312_c0_g1,K01204
TRINITY_DN113685_c2_g1,K02187
TRINITY_DN112033_c1_g1,K13963
TRINITY_DN122747_c0_g1,K24938
TRINITY_DN114703_c0_g1,K18592
TRINITY_DN115690_c0_g1,K24839
TRINITY_DN110121_c0_g2,K23224
TRINITY_DN108599_c0_g1,K15684
TRINITY_DN109206_c0_g2,K15042
TRINITY_DN117888_c0_g1,K13524
TRINITY_DN108445_c0_g2,K01315
TRINITY_DN120083_c0_g3,K07984
TRINITY_DN93241_c0_g1,K10478
TRINITY_DN103499_c0_g1,K21798
TRINITY_DN117647_c1_g6,K17233
TRINITY_DN112512_c0_g1,K19873
TRINITY_DN113133_c2_g1,K08202
TRINITY_DN120683_c0_g1,K18709
TRINITY_DN105846_c0_g2,K01369
TRINITY_DN111272_c0_g1,K14216
TRINITY_DN113045_c0_g2,K13963
TRINITY_DN117515_c0_g1,K22938
TRINITY_DN121298_c0_g1,K16816
TRINITY_DN119750_c0_g1,K05038
TRINITY_DN20524_c0_g1,K19511
TRINITY_DN118127_c0_g1,K09402
TRINITY_DN110624_c0_g1,K09228
TRINITY_DN101711_c0_g1,K08376
TRINITY_DN116599_c0_g6,K06057
TRINITY_DN116299_c0_g1,K14399
TRINITY_DN98565_c0_g2,K21444
TRINITY_DN122162_c0_g1,K10408
TRINITY_DN106462_c0_g1,K11314
TRINITY_DN116719_c1_g3,K04805
TRINITY_DN120320_c0_g3,K04994
TRINITY_DN121872_c0_g1,K17616
TRINITY_DN111183_c1_g2,K00816
TRINITY_DN120687_c0_g3,K05619
TRINITY_DN108642_c0_g2,K09109
TRINITY_DN102467_c0_g1,K10892
TRINITY_DN116501_c1_g1,K10141
TRINITY_DN110904_c0_g2,K10478
TRINITY_DN961_c0_g1,K09672
TRINITY_DN119183_c0_g3,K08376
TRINITY_DN119088_c0_g2,K04887
TRINITY_DN123444_c6_g1,K06820
TRINITY_DN116456_c0_g2,K14790
TRINITY_DN120319_c0_g3,K23096
TRINITY_DN104518_c3_g4,K17046
TRINITY_DN117633_c0_g1,K04194
TRINITY_DN111109_c0_g2,K06103
TRINITY_DN99537_c0_g1,K20412
TRINITY_DN107156_c0_g3,K17834
TRINITY_DN116505_c0_g3,K14938
TRINITY_DN104518_c3_g4,K17046
TRINITY_DN106861_c0_g4,K02580
TRINITY_DN105997_c4_g1,K06782
TRINITY_DN113046_c0_g4,K06238
TRINITY_DN97508_c0_g1,K18703
TRINITY_DN118303_c0_g2,K10295
TRINITY_DN116054_c0_g1,K00927
TRINITY_DN102994_c3_g2,K04556
TRINITY_DN103875_c0_g1,K11303
TRINITY_DN113583_c0_g2,K25592
TRINITY_DN102982_c0_g1,K20402
TRINITY_DN114330_c0_g1,K15445
TRINITY_DN109041_c0_g2,K00565
TRINITY_DN109326_c2_g3,K25361
TRINITY_DN102152_c0_g1,K16330
TRINITY_DN103822_c0_g8,K17256
TRINITY_DN102895_c2_g2,K07466
TRINITY_DN101911_c0_g1,K13115
TRINITY_DN119825_c0_g3,K14621
TRINITY_DN108122_c1_g1,K01204
TRINITY_DN107217_c0_g1,K09228
TRINITY_DN109332_c0_g2,K01580
TRINITY_DN119690_c3_g7,K15168
TRINITY_DN121565_c0_g3,K25554
TRINITY_DN118187_c0_g1,K17529
TRINITY_DN108987_c0_g1,K01867
TRINITY_DN111272_c0_g1,K14216
TRINITY_DN108071_c0_g1,K22765
TRINITY_DN119825_c0_g3,K14621
TRINITY_DN119972_c0_g4,K23287
TRINITY_DN101401_c1_g1,K19682
TRINITY_DN85886_c1_g3,K08106
TRINITY_DN102562_c2_g3,K03654
TRINITY_DN110159_c0_g4,K20840
TRINITY_DN123178_c2_g2,K24185
TRINITY_DN102662_c0_g2,K17550
TRINITY_DN114653_c2_g2,K11418
TRINITY_DN110663_c0_g1,K24891
TRINITY_DN112929_c1_g1,K19862
TRINITY_DN102609_c0_g1,K23340
TRINITY_DN102048_c0_g1,K10645
TRINITY_DN107511_c0_g3,K04579
TRINITY_DN94728_c0_g1,K10645
TRINITY_DN115479_c0_g3,K22544
TRINITY_DN101291_c0_g1,K04811
TRINITY_DN119348_c0_g1,K25139
TRINITY_DN106064_c0_g1,K13239
TRINITY_DN107261_c0_g1,K21032
TRINITY_DN111023_c0_g2,K04811
TRINITY_DN110759_c2_g7,K23289
TRINITY_DN106762_c0_g1,K05293
TRINITY_DN100264_c3_g1,K09624
TRINITY_DN101618_c0_g2,K05542
TRINITY_DN116504_c0_g2,K00784
TRINITY_DN111303_c0_g2,K10424
TRINITY_DN110241_c0_g1,K07809
TRINITY_DN101247_c0_g1,K22733
TRINITY_DN118251_c0_g1,K15631
TRINITY_DN114625_c1_g4,K00871
TRINITY_DN92956_c0_g1,K24979
TRINITY_DN117385_c0_g1,K23424
TRINITY_DN119128_c0_g4,K02370
TRINITY_DN123837_c0_g1,K04725
TRINITY_DN104625_c7_g3,K11810
TRINITY_DN114992_c0_g1,K20366
TRINITY_DN143398_c0_g1,K12841
TRINITY_DN110110_c1_g5,K22827
TRINITY_DN109331_c0_g1,K04805
TRINITY_DN110037_c1_g1,K06691
TRINITY_DN101189_c1_g4,K04809
TRINITY_DN121642_c1_g4,K25218
TRINITY_DN110461_c0_g1,K18340
TRINITY_DN100121_c0_g1,K11976
TRINITY_DN102467_c0_g1,K10892
TRINITY_DN98496_c0_g2,K11810
TRINITY_DN121280_c0_g1,K00698
TRINITY_DN116367_c0_g3,K05218
TRINITY_DN107033_c1_g3,K04725
TRINITY_DN90983_c0_g1,K00849
TRINITY_DN106522_c0_g1,K12815
TRINITY_DN111174_c1_g1,K11810
TRINITY_DN100795_c0_g1,K16590
TRINITY_DN107178_c0_g1,K10878
TRINITY_DN115299_c0_g3,K10308
TRINITY_DN119002_c0_g1,K00869
TRINITY_DN109177_c0_g1,K01231
TRINITY_DN112874_c0_g1,K15261
TRINITY_DN104728_c0_g1,K10268
TRINITY_DN114515_c0_g2,K17925
TRINITY_DN104969_c0_g1,K17199
TRINITY_DN100427_c0_g1,K04194
TRINITY_DN106853_c2_g5,K11416
TRINITY_DN107383_c0_g1,K14322
TRINITY_DN118544_c1_g2,K21440
TRINITY_DN122875_c1_g2,K19361
TRINITY_DN110229_c0_g1,K24621
TRINITY_DN113606_c0_g1,K14942
TRINITY_DN122732_c0_g2,K10421
TRINITY_DN120936_c2_g1,K19801
TRINITY_DN98828_c0_g1,K00727
TRINITY_DN120571_c0_g2,K08678
TRINITY_DN120467_c0_g1,K10085
TRINITY_DN123372_c2_g1,K24522
TRINITY_DN97508_c0_g1,K18703
TRINITY_DN122307_c2_g14,K00844
TRINITY_DN110110_c1_g5,K22827
TRINITY_DN116765_c0_g2,K06776
TRINITY_DN115034_c0_g4,K05850
TRINITY_DN107316_c0_g2,K00010
TRINITY_DN118993_c0_g1,K01265
TRINITY_DN106129_c0_g1,K06058
TRINITY_DN97908_c0_g2,K24497
TRINITY_DN66509_c0_g1,K04233
TRINITY_DN120427_c0_g2,K24728
TRINITY_DN90665_c0_g1,K24143
TRINITY_DN111598_c0_g2,K04160
TRINITY_DN118747_c1_g3,K06820
TRINITY_DN107316_c0_g2,K00010
TRINITY_DN120882_c0_g1,K22733
TRINITY_DN105544_c3_g3,K08606
TRINITY_DN115994_c1_g1,K04721
TRINITY_DN102723_c0_g1,K01201
TRINITY_DN120035_c0_g12,K00232
TRINITY_DN95630_c0_g1,K09397
TRINITY_DN109645_c0_g2,K12475
TRINITY_DN115865_c1_g2,K00693
TRINITY_DN111170_c0_g1,K01672
TRINITY_DN85211_c0_g1,K04194
TRINITY_DN112209_c0_g5,K07819
TRINITY_DN119578_c1_g3,K08733
TRINITY_DN111563_c0_g2,K12886
TRINITY_DN117763_c2_g4,K08833
TRINITY_DN119931_c0_g2,K19751
TRINITY_DN122055_c0_g1,K10408
TRINITY_DN112243_c2_g2,K22990
TRINITY_DN103576_c0_g2,K18808
TRINITY_DN130929_c0_g1,K03252
TRINITY_DN122083_c1_g2,K06233
TRINITY_DN67242_c0_g2,K04266
TRINITY_DN104124_c0_g1,K04739
TRINITY_DN102402_c0_g1,K09497
TRINITY_DN116379_c0_g3,K14864
TRINITY_DN102854_c0_g1,K10149
TRINITY_DN90096_c0_g1,K20828
TRINITY_DN112240_c0_g4,K11662
TRINITY_DN117826_c0_g1,K23732
TRINITY_DN119070_c0_g1,K13990
TRINITY_DN109300_c0_g2,K11089
TRINITY_DN93294_c0_g1,K00182
TRINITY_DN36136_c0_g1,K09228
TRINITY_DN110820_c0_g1,K07583
TRINITY_DN120108_c0_g1,K24934
TRINITY_DN115284_c0_g1,K22733
TRINITY_DN119093_c1_g1,K00718
TRINITY_DN38000_c0_g1,K15030
TRINITY_DN106212_c0_g5,K04565
TRINITY_DN118223_c0_g5,K17543
TRINITY_DN110040_c5_g10,K06483
TRINITY_DN117610_c0_g1,K23951
TRINITY_DN114466_c0_g1,K19370
TRINITY_DN118941_c0_g4,K18266
TRINITY_DN120822_c1_g1,K06532
TRINITY_DN119570_c0_g5,K10747
TRINITY_DN118111_c0_g2,K12401
TRINITY_DN119187_c0_g1,K07369
TRINITY_DN107273_c1_g6,K00856
TRINITY_DN120090_c0_g2,K16061
TRINITY_DN85413_c0_g1,K24808
TRINITY_DN116070_c0_g1,K19919
TRINITY_DN118052_c0_g2,K20028
TRINITY_DN115268_c0_g1,K02857
TRINITY_DN93148_c0_g2,K24885
TRINITY_DN110283_c0_g1,K07819
TRINITY_DN183719_c0_g1,K01017
TRINITY_DN122456_c0_g1,K14327
TRINITY_DN121635_c2_g2,K01890
TRINITY_DN108275_c1_g1,K23868
TRINITY_DN112647_c0_g1,K04371
TRINITY_DN112311_c1_g1,K19934
TRINITY_DN108064_c0_g1,K22137
TRINITY_DN55973_c0_g3,K16342
TRINITY_DN109468_c0_g1,K12185
TRINITY_DN122208_c0_g5,K12827
TRINITY_DN117816_c3_g1,K14616
